Empresa,Ano,Mes,Consumo de Energia Elétrica (MWh),Receita de Fornecimento de Energia Elétrica (R$),Receita de Fornecimento de Energia Elétrica com Tributos (R$),Número de Unidades Consumidoras,Tarifa Média de Fornecimento (R$/MWh),Tarifa Média de Fornecimento com Tributos (R$/MWh)
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,02,558130.8899999999,235899329.23999998,335323908.76,1301671,422.65951135583987,600.7979754713093
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,03,588726.5299999998,249066066.73,343449914.9999999,1304127,423.05901643331765,583.3776762192117
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,04,603364.06,261850796.89999995,359914356.64000005,1304253,433.98474363885697,596.5127532455281
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,05,553989.78,249701325.84000003,344248009.94000006,1305757,450.7327298348356,621.3977628612572
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,06,550318.9800000001,244382232.20000008,343257783.62999994,1307929,444.073784625782,623.7433127056601
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,07,549946.6700000002,242333164.43,328659894.00000006,1311135,440.6484803881073,597.621391179621
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,08,589664.5799999998,258734591.09,346987442.31,1314042,438.78265689623083,588.4488471564632
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,09,578621.62,259133309.47,357521250.83,1317918,447.84588151061484,617.8843625476698
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,10,572977.96,259902803.11,372231319.1600001,1320781,453.60000079235164,649.6433460721597
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,11,551128.9199999999,252038750.61,350008447.72999996,1324871,457.3136002552725,635.0754515477068
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2016,12,527738.4500000002,243231228.58,334527552.95,1328053,460.8935137850955,633.8889140065497
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,01,514588.69999999995,235791195.88,319220774.83,1326789,458.2129298214283,620.3415948115456
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,02,541143.72,243530526.85000002,331701938.19000006,1329353,450.02929508264464,612.9645894994403
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,03,586798.2200000001,268265884.79000005,375440003.08,1334722,457.1688796022592,639.8110803403595
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,04,578022.7299999999,242477907.2,332961934.7699999,1337721,419.49545340543966,576.036057907273
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,05,576572.84,242419920.92000002,342430575.9199999,1341296,420.44977512294895,593.9068789990175
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,06,588609.8699999999,259941563.07999995,368048842.2300001,1343807,441.61944324854767,625.2848635208923
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,07,563658.8099999999,244924189.69000003,333320358.87,1347063,434.52561255983926,591.3512801653895
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,08,586665.14,253460231.00000003,348049388.25999993,1349656,432.0356089335733,593.2675465598653
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,09,675413.1699999998,298088965.26,422618966,1352790,441.3431340996802,625.7191668323555
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,10,632871.75,297113092.51,418554853.49,1356053,469.46809129969853,661.358092678335
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,11,600666.3199999998,293333984.2900001,423963821.2500001,1358501,488.34764747589,705.8225293037909
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2017,12,585794.7499999999,284047263.15,377418328.0000001,1365657,484.8921284289421,644.284244609567
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,01,546462.59,254472450.05999997,326815671.7900001,1365768,465.67222480865524,598.0568071274561
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,02,572084,256154680.56,337061283.6300001,1367470,447.75711357073436,589.181455223359
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,03,605566.61,272574012.68,364953769.35999995,1372727,450.1140059224864,602.6649477255689
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,04,578589.37,267680960.54999998,380060113.96,1375688,462.6441037967911,656.8736545574627
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,05,612444.9900000002,308076652.47999996,440818919.09,1376822,503.0274677893926,719.7690017678156
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,06,540270.3999999999,281805904.8600001,381259702.23,1378901,521.6015996064195,705.6831213222122
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,07,585952.28,311528563.81000006,432934821.55000013,1387163,531.6620046431086,738.8567914609021
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,08,585340.9499999998,308786213.80999994,428040435.0200001,1389703,527.5322251245194,731.2668539933866
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,09,636322.7999999998,338865155.64000005,471884943.0899999,1391917,532.5365610661761,741.5810703152551
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,10,662437.3900000001,362122722.22,497718433.13000005,1395569,546.6519971344009,751.3441128828794
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,11,640588.94,336384034.67999995,461060187.09,1399633,525.1168318329068,719.7442202014914
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2018,12,600401.9299999999,301637104.29,418359904.59,1403355,502.39196314708727,696.7997331221104
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,01,586844.3399999999,295638889.90999997,411310922.23,1407714,503.7773558657821,700.8858980049124
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,02,607774.4800000001,303850818.28,421516815.7299999,1412470,499.9400736273098,693.5414855358847
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,03,613856.66,308146343.91999996,423385624.7699999,1417293,501.9841992428655,689.7141504826222
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,04,612323.8599999999,318653226.31999993,435818112.25999993,1423071,520.3998196640582,711.744455393262
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,05,617240.9600000002,347003240.69,484660924.7,1428779,562.1844031381195,785.2053834858915
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,06,606338.4800000001,333309619.35,463891844.55,1432194,549.7088348244037,765.0707646824591
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,07,624620.45,340157515.71,472497801.28,1436698,544.5827393419476,756.455862564218
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,08,636982.1399999999,358018929.50000006,487723439.42,1439626,562.0548945061475,765.6783586114362
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,09,714229.5399999998,412489425.79999995,564168455.0199999,1444772,577.5306154377206,789.8979577629904
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,10,692224.5900000002,396525241.9399999,549058443.8499999,1445819,572.8274430990667,793.1796295332412
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,11,671797.4600000001,388902773.46999997,543996317.09,1449297,578.8988447053669,809.762390423447
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2019,12,656216.87,382396853.77,530467501.4800001,1458048,582.729386048853,808.3722405368824
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,01,600675.6000000001,346590907.90999997,473350554.8000001,1461919,577.0018091462346,788.0302692501576
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,02,646160.84,364233076.3099999,505253924.61,1462668,563.6879454192858,781.932134126234
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,03,641148.85,358287697.95000005,502401684.36,1462195,558.8213999759963,783.5960157457976
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,04,622034.48,337214687.28999996,478742407.51000005,1465500,542.1157478119219,769.6396629170782
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,05,600789.3199999998,325595471.56000006,450700679.6000001,1467903,541.9461710138258,750.1809113384376
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,06,560601.2000000001,294310450.4499999,405483203.62999994,1476462,524.9907607225955,723.300634443879
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,07,623937.2200000001,337930999.74,475170507.3699999,1479983,541.6105802119001,761.5678182654335
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,08,620028.21,336060970.7200001,467760860.9799999,1484864,542.0091623250498,754.4186755309084
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,09,683627.74,374553569.02000004,524672940.61999995,1490257,547.8911212994371,767.483397645625
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,10,757090.6499999999,417433748.74,589675794.45,1497026,551.3656108948117,778.8707923549183
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,11,726796.95,411021256.2100001,578283132.37,1502943,565.524189679112,795.6598226918812
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2020,12,695091.4500000002,418300216.15000015,591803961.3600001,1506604,601.7916292165586,851.4044610389036
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,01,588577.2899999999,358936661.81,492455251.11000013,1505812,609.8377696665804,836.687482641405
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,02,622172.07,357550008.3399999,492690335.40000004,1513119,574.6802622303504,791.8875808745321
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,03,647591.71,377889371.08,524961420.79000014,1519481,583.5302787924818,810.6364128564898
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,04,581940.94,341293148.03999984,485748535.75000006,1521450,586.4738577079659,834.7041810634599
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,05,582954.56,364594255.6999999,514851804.19,1527018,625.4248284806279,883.1765621492007
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,06,615829.8200000002,407850068.2400001,567530759.2099999,1531456,662.2772314598212,921.5707664334925
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,07,578515.5800000002,389822637.56,535895216.56000006,1536912,673.8325656847476,926.3280628673818
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,08,624748.0899999999,422929488.51000005,578672166.4399998,1545450,676.9600344196333,926.2487964388974
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,09,715899.3199999998,509201769.66,697330414.1199999,1547999,711.275671640532,974.062126668873
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,10,707301.7600000001,523817119.4700001,715660550.4699998,1551383,740.5850643860974,1011.8178561721656
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,11,630988.82,471437412.4000001,653197009.67,1549340,747.1406742198699,1035.1958528678845
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2021,12,630468.1000000001,477332400.4599999,665430052.3500001,1556997,757.1079337083031,1055.4539592883448
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2022,01,586171.74,443116500.31000006,557842649.3,1563428,755.9499547180492,951.6710056680657
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2022,02,569019.74,426622017.10999995,529538582.1799998,1561914,749.7490633804724,930.615486520731
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2022,03,633570.33,473686761.9699999,584902449.8000001,1565945,747.6466929409398,923.1847233124065
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2022,04,629297.7599999999,466450936.5300001,574600274.1400001,1568520,741.2245302287429,913.0817089512606
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2022,05,619461.5299999999,462477530.6100001,579546307.6800001,1573001,746.5799056319125,935.5646470572598
EMT - ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,2022,06,604492.8600000002,441471695.64000005,553942903.3900001,1577569,730.3174691591889,916.376255279508
